symbol,FullName,Exchange
SAC,Safeguard Acquisition Corp. Class A Ordinary Shares,NYSE
SAC.U,"Safeguard Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE
SAC.W,"Safeguard Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
SACH,Sachem Capital Corp. Common Shares,NYSE American
SACH$A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,NYSE American
SAFE,Safehold Inc. New Common Stock,NYSE
SAFT,"Safety Insurance Group, Inc. - Common Stock",NASDAQ
SAFX,"XCF Global, Inc. - Class A Common Stock",NASDAQ
SAGP,Strategas Global Policy Opportunities ETF,NYSE Arca
SAGT,SAGTEC GLOBAL LIMITED - Class A Ordinary shares,NASDAQ
SAGU,Shreya Acquisition Group Class A Ordinary Shares,NYSE
SAGU.R,"Shreya Acquisition Group Rights, each entitling the holder to receive one-fourth of one Class A Ordinary Share",NYSE
SAGU.U,"Shreya Acquisition Group Units, each consisting of one Class A Ordinary Share, one redeemable warrant and one right entitling the holder to one-fourth of one Class A Ordinary Share",NYSE
SAGU.W,"Shreya Acquisition Group Redeemable warrants, entitling the holder to purchase one Class A Ordinary Share at $11.50 per share",NYSE
SAH,"Sonic Automotive, Inc. Common Stock",NYSE
SAIA,"Saia, Inc. - Common Stock",NASDAQ
SAIC,Science Applications International Corporation - Common Stock,NASDAQ
SAIH,SAIHEAT Limited - Class A Ordinary Shares,NASDAQ
SAIHW,SAIHEAT Limited - Warrant,NASDAQ
SAIL,"SailPoint, Inc. - Common Stock",NASDAQ
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,NYSE
SAM,"Boston Beer Company, Inc. (The) Common Stock",NYSE
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,NASDAQ
SAMM,Strategas Macro Momentum ETF,NYSE Arca
SAMO,Samos Energy Acquisition Corporation Class A Ordinary Shares,NYSE
SAMO.U,"Samos Energy Acquisition Corporation Units, each consisting of one Class A Ordinary Share and one-half of one Warrant",NYSE
SAMO.W,"Samos Energy Acquisition Corporation Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
SAMT,Strategas Macro Thematic Opportunities ETF,NYSE Arca
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",NYSE
SANA,"Sana Biotechnology, Inc. - Common Stock",NASDAQ
SANG,Sangoma Technologies Corporation - Common Shares,NASDAQ
SANM,Sanmina Corporation - Common Stock,NASDAQ
SAP,SAP  SE ADS,NYSE
SAPH,SAP SE ADRhedged,NYSE Arca
SAR,Saratoga Investment Corp New,NYSE
SARK,Tradr 1X Short Innovation Daily ETF,NASDAQ
SARO,"StandardAero, Inc. Common Stock",NYSE
SASS,M.D. Sass Concentrated Value ETF,NYSE Arca
SAT,Saratoga Investment Corp 6.00% Notes due 2027,NYSE
SATA,"Strive, Inc. - Variable Rate Series A Perpetual Preferred Stock",NASDAQ
SATL,Satellogic Inc. - Class A Common Stock,NASDAQ
SATLW,Satellogic Inc. - Warrant,NASDAQ
SATO,Invesco Alerian Galaxy Crypto Economy ETF,Nasdaq
SAUG,FT Vest U.S. Small Cap Moderate Buffer ETF - August,Nasdaq
SAV,Saratoga Investment Corp 7.50% Notes due 2031,NYSE
SAWG,AAM Sawgrass US Large Cap Quality Growth ETF,NYSE Arca
SAWS,AAM Sawgrass US Small Cap Quality Growth ETF,NYSE Arca
SAX,Saratoga Investment Corp 8.00% Notes due 2031,NYSE
SAY,Saratoga Investment Corp 8.125% Notes due 2027,NYSE
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,NYSE
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",NYSE
SB$C,"Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)",NYSE
SB$D,"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)",NYSE
SBAC,SBA Communications Corporation - Class A Common Stock,NASDAQ
SBAR,Simplify Barrier Income ETF,NYSE Arca
SBB,ProShares Short SmallCap600,NYSE Arca
SBC,SBC Medical Group Holdings Incorporated - Common Stock,NASDAQ
SBCF,Seacoast Banking Corporation of Florida - Common Stock,NASDAQ
SBCWW,SBC Medical Group Holdings Incorporated - Warrants,NASDAQ
SBET,"Sharplink, Inc. - Common Stock",NASDAQ
SBFG,"SB Financial Group, Inc. - Common Stock",NASDAQ
SBFM,Sunshine Biopharma Inc. - Common stock,NASDAQ
SBFMW,Sunshine Biopharma Inc. - Warrant,NASDAQ
SBGI,"Sinclair, Inc. - Class A Common Stock",NASDAQ
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",NYSE
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,NYSE
SBIL,Simplify Government Money Market ETF,NYSE Arca
SBIO,ALPS Medical Breakthroughs ETF,NYSE Arca
SBIT,ProShares UltraShort Bitcoin ETF,NYSE Arca
SBLK,Star Bulk Carriers Corp. - Common Shares,NASDAQ
SBMT,Silver Bow Mining Corp. Common Shares,NYSE American
SBND,Columbia Short Duration Bond ETF,NYSE Arca
SBR,Sabine Royalty Trust Common Stock,NYSE
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",NASDAQ
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),NYSE
SBSI,"Southside Bancshares, Inc. Common Stock",NYSE
SBSW,D/B/A Sibanye-Stillwater Limited ADS,NYSE
SBTU,T-REX 2X Long SBET Daily Target ETF,Nasdaq
SBUX,Starbucks Corporation - Common Stock,NASDAQ
SBXD,SilverBox Corp IV Class A Ordinary Shares,NYSE
SBXD.U,"SilverBox Corp IV Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",NYSE
SBXD.W,"SilverBox Corp IV Redeemable warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50",NYSE
SBXE,SilverBox Corp V Class A Ordinary Shares,NYSE
SBXE.U,"SilverBox Corp V Units, each consisting of one Class A Ordinary Share and one-third of one redeemable warrant",NYSE
SBXE.W,"SilverBox Corp V Redeemable warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50",NYSE
SCA,GraniteShares Autocallable SMCI ETF,NASDAQ
SCAG,Scage Future - American Depositary Shares,NASDAQ
SCAGW,Scage Future - Warrants,NASDAQ
SCAP,Infrastructure Capital Small Cap Income ETF,NYSE Arca
SCATU,Southern Cross Acquisition II Corp. - Units,NASDAQ
SCAU,Corgi U.S. Small-Cap 15% Structured Buffer ETF - August Series,Nasdaq
SCC,ProShares UltraShort Consumer Discretionary,NYSE Arca
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,NYSE American
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,NYSE American
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,NYSE American
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,NYSE American
SCCO,Southern Copper Corporation Common Stock,NYSE
SCCR,Schwab Core Bond ETF,NYSE Arca
SCD,LMP Capital and Income Fund Inc. Common Stock,NYSE
SCDS,JPMorgan Fundamental Data Science Small Core ETF,NASDAQ
SCDV,Bahl & Gaynor Small Cap Dividend ETF,NYSE Arca
SCE$G,SCE Trust II Trust Preferred Securities,NYSE
SCE$L,SCE TRUST VI,NYSE
SCE$M,SCE Trust VII 7.50% Trust Preference Securities,NYSE
SCE$N,SCE Trust VIII 6.95% Trust Preference Securities,NYSE
SCEC,Sterling Capital Enhanced Core Bond ETF,Nasdaq
SCEP,Sterling Capital Hedged Equity Premium Income ETF,Nasdaq
SCHA,Schwab U.S. Small-Cap ETF,NYSE Arca
SCHB,Schwab U.S. Broad Market ETF,NYSE Arca
SCHC,Schwab International Small-Cap Equity ETF,NYSE Arca
SCHD,Schwab US Dividend Equity ETF,NYSE Arca
SCHE,Schwab Emerging Markets Equity ETF,NYSE Arca
SCHF,Schwab International Equity ETF,NYSE Arca
SCHG,Schwab U.S. Large-Cap Growth ETF,NYSE Arca
SCHH,Schwab U.S. REIT ETF,NYSE Arca
SCHI,Schwab 5-10 Year Corporate Bond ETF,NYSE Arca
SCHJ,Schwab 1-5 Year Corporate Bond ETF,NYSE Arca
SCHK,Schwab 1000 Index ETF,NYSE Arca
SCHL,Scholastic Corporation - Common Stock,NASDAQ
SCHM,Schwab U.S. Mid Cap ETF,NYSE Arca
SCHO,Schwab Short-Term U.S. Treasury ETF,NYSE Arca
SCHP,Schwab U.S. TIPS ETF,NYSE Arca
SCHQ,Schwab Long-Term U.S. Treasury ETF,NYSE Arca
SCHR,Schwab Intermediate-Term U.S. Treasury ETF,NYSE Arca
SCHV,Schwab U.S. Large-Cap Value ETF,NYSE Arca
SCHW,Charles Schwab Corporation (The) Common Stock,NYSE
SCHW$D,"The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock, Series D",NYSE
SCHW$J,"The Charles Schwab Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock, Series J",NYSE
SCHX,Schwab U.S. Large-Cap ETF,NYSE Arca
SCHY,Schwab International Dividend Equity ETF,NYSE Arca
SCHZ,Schwab US Aggregate Bond ETF,NYSE Arca
SCI,Service Corporation International Common Stock,NYSE
SCII,SC II Acquisition Corp. - Class A ordinary share,NASDAQ
SCIIR,SC II Acquisition Corp. - Rights,NASDAQ
SCIIU,SC II Acquisition Corp. - Units,NASDAQ
SCIO,First Trust Structured Credit Income Opportunities ETF,NYSE Arca
SCJ,iShares MSCI Japan Sm Cap,NYSE Arca
SCJL,Corgi U.S. Small-Cap 15% Structured Buffer ETF - July Series,Nasdaq
SCJN,Corgi U.S. Small-Cap 15% Structured Buffer ETF - June Series,Nasdaq
SCKT,"Socket Mobile, Inc. - Common Stock",NASDAQ
SCL,Stepan Company Common Stock,NYSE
SCLX,Scilex Holding Company - Common Stock,NASDAQ
SCLXW,Scilex Holding Company - Warrant,NASDAQ
SCLZ,Swan Enhanced Dividend Income ETF,Nasdaq
SCM,Stellus Capital Investment Corporation Common Stock,NYSE
SCMB,Schwab Municipal Bond ETF,NYSE Arca
SCMC,Sterling Capital Multi-Strategy Income ETF,Nasdaq
SCMY,Corgi U.S. Small-Cap 15% Structured Buffer ETF - May Series,Nasdaq
SCNI,Scinai Immunotherapeutics Ltd. - American Depositary Shares,NASDAQ
SCNM,Sterling Capital National Municipal Bond ETF,Nasdaq
SCNX,"Scienture Holdings, Inc. - Common Stock",NASDAQ
SCO,ProShares UltraShort Bloomberg Crude Oil,NYSE Arca
SCOP,Sprott Physical Copper Trust Units,NYSE Arca
SCOR,"comScore, Inc. - Common Stock",NASDAQ
SCOW,Pacer S&P SmallCap 600 Quality FCF Aristocrats ETF,Nasdaq
SCPQ,Social Commerce Partners Corporation - Class A Ordinary Shares,NASDAQ
SCPQU,Social Commerce Partners Corporation - Unit,NASDAQ
SCPQW,Social Commerce Partners Corporation - Warrant,NASDAQ
SCSB,Sterling Capital Short Duration Bond ETF,Nasdaq
SCSC,"ScanSource, Inc. - Common Stock",NASDAQ
SCTX,Scribe Therapeutics Inc. - Common Stock,NASDAQ
SCUB,Sterling Capital Ultra Short Bond ETF,Nasdaq
SCUS,Schwab Ultra-Short Income ETF,NYSE Arca
SCWO,374Water Inc. - common stock,NASDAQ
SCYB,Schwab High Yield Bond ETF,NYSE Arca
SCYX,"SCYNEXIS, Inc. - Common Stock",NASDAQ
SCZ,iShares MSCI EAFE Small-Cap ETF,NASDAQ
SCZM,Santacruz Silver Mining Ltd. - Common Shares,NASDAQ
SD,"SandRidge Energy, Inc. Common Stock",NYSE
SDA,SunCar Technology Group Inc. - Ordinary Shares,NASDAQ
SDAWW,SunCar Technology Group Inc. - Warrant,NASDAQ
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,NYSE Arca
SDCP,Virtus Newfleet Short Duration Core Plus Bond ETF,NYSE Arca
SDD,ProShares UltraShort SmallCap600,NYSE Arca
SDEM,Global X MSCI SuperDividend Emerging Markets ETF,NYSE Arca
SDEV,Stablecoin Development Corporation Common Stock,NYSE American
SDFI,AB Short Duration Income ETF,NYSE Arca
SDG,iShares MSCI Global Sustainable Development Goals ETF,NASDAQ
SDGR,"Schrodinger, Inc. - Common Stock",NASDAQ
SDHC,Smith Douglas Homes Corp. Class A Common Stock,NYSE
SDHI,Siddhi Acquisition Corp - Class A Common stock,NASDAQ
SDHIR,Siddhi Acquisition Corp - Right,NASDAQ
SDHIU,Siddhi Acquisition Corp - Unit,NASDAQ
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,NYSE
SDIV,Global X SuperDividend ETF,NYSE Arca
SDMF,Simplify DBi CTA Managed Futures Index ETF,NYSE Arca
SDOG,ALPS Sector Dividend Dogs ETF,NYSE Arca
SDOT,Sadot Group Inc. - Common Stock,NASDAQ
SDOW,UltraPro Short Dow30,NYSE Arca
SDP,ProShares UltraShort Utilities,NYSE Arca
SDRL,Seadrill Limited Common Shares,NYSE
SDS,ProShares UltraShort S&P500,NYSE Arca
SDSI,American Century Short Duration Strategic Income ETF,NASDAQ
SDST,Stardust Power Inc. - Common Stock,NASDAQ
SDSTW,Stardust Power Inc. - Warrant,NASDAQ
SDTY,YieldMax S&P 500 0DTE Covered Call Strategy ETF,NASDAQ
SDUR,Aristotle Short Term Income ETF,NYSE Arca
SDVD,FT Vest SMID Rising Dividend Achievers Target Income ETF,Nasdaq
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,NASDAQ
SDY,State Street SPDR S&P Dividend ETF,NYSE Arca
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",NYSE
SEA,U.S. Global Sea to Sky Cargo ETF,NYSE Arca
SEAL$A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,NYSE
SEAL$B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NYSE
SEAT,Vivid Seats Inc. - Class A common stock,NASDAQ
SEATW,Vivid Seats Inc. - Warrant,NASDAQ
SEB,Seaboard Corporation Common Stock,NYSE American
SECR,NYLIM MacKay Securitized Income ETF,NYSE Arca
SECT,Main Sector Rotation ETF,Nasdaq
SECU,iShares Securitized Income Active ETF,Nasdaq
SECZ,Securitize Corp. Common Stock,NYSE
SEDG,"SolarEdge Technologies, Inc. - Common Stock",NASDAQ
SEED,Origin Agritech Limited - Ordinary Shares,NASDAQ
SEEM,SEI Select Emerging Markets Equity ETF,NASDAQ
SEER,"Seer, Inc. - Class A Common Stock",NASDAQ
SEF,ProShares Short Financials,NYSE Arca
SEG,Seaport Entertainment Group Inc. Common Stock,NYSE
SEGG,Sports Entertainment Gaming Global Corporation  - Common Stock,NASDAQ
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",NYSE
SEIC,SEI Investments Company - Common Stock,NASDAQ
SEIE,SEI Select International Equity ETF,NASDAQ
SEIM,SEI Enhanced U.S. Large Cap Momentum Factor ETF,Nasdaq
SEIQ,SEI Enhanced U.S. Large Cap Quality Factor ETF,Nasdaq
SEIS,SEI Select Small Cap ETF,NASDAQ
SEIV,SEI Enhanced U.S. Large Cap Value Factor ETF,Nasdaq
SEIX,Virtus Seix Senior Loan ETF,NYSE Arca
SELF,"Global Self Storage, Inc. - Common Stock",NASDAQ
SELV,SEI Enhanced Low Volatility U.S. Large Cap ETF,Nasdaq
SEMG,Suncoast Select Growth ETF,NYSE Arca
SEMI,Columbia Select Technology ETF,NYSE Arca
SEMY,GraniteShares YieldBOOST Semiconductor ETF,NASDAQ
SENEA,Seneca Foods Corp. - Class A Common Stock,NASDAQ
SENEB,Seneca Foods Corp. - Class B Common Stock,NASDAQ
SENS,"Senseonics Holdings, Inc. - Common Stock",NASDAQ
SEPI,Shelton Equity Premium Income ETF,NYSE Arca
SEPM,FT Vest U.S. Equity Max Buffer ETF - September,Nasdaq
SEPN,"Septerna, Inc. - Common Stock",NASDAQ
SEPP,PGIM S&P 500 Buffer 12 ETF - September,Nasdaq
SEPQ,STF Tactical Growth & Income ETF,NASDAQ
SEPT,AllianzIM U.S. Large Cap Buffer10 Sep ETF,Nasdaq
SEPU,AllianzIM U.S. Equity Buffer15 Uncapped Sep ETF,Nasdaq
SEPW,AllianzIM U.S. Large Cap Buffer20 Sep ETF,Nasdaq
SEPZ,TrueShares Structured Outcome (September) ETF,Nasdaq
SER,"Serina Therapeutics, Inc. Common Stock",NYSE American
SERA,"Sera Prognostics, Inc. - Class A Common Stock",NASDAQ
SERV,Serve Robotics Inc. - Common Stock,NASDAQ
SES,SES AI Corporation Class A Common Stock,NYSE
SETH,ProShares Short Ether ETF,NYSE Arca
SETM,Sprott Critical Materials ETF,NASDAQ
SEUS,SEI QiM U.S. Equity Factor Allocation Active ETF,NASDAQ
SEV,Aptera Motors Corp. - Class B Common Stock,NASDAQ
SEVN,Seven Hills Realty Trust  - Common Stock,NASDAQ
SEZL,Sezzle Inc. - Common Stock,NASDAQ
SF,Stifel Financial Corporation Common Stock,NYSE
SF$B,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock, Series B",NYSE
SF$C,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C",NYSE
SF$D,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock, Series D",NYSE
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,NYSE
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",NASDAQ
SFBS,"ServisFirst Bancshares, Inc. Common Stock",NYSE
SFD,"Smithfield Foods, Inc. - Common Stock",NASDAQ
SFEB,FT Vest U.S. Small Cap Moderate Buffer ETF - February,Nasdaq
SFGV,Sequoia Global Value ETF,NYSE Arca
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,NASDAQ
SFIX,"Stitch Fix, Inc. - Class A Common Stock",NASDAQ
SFL,SFL Corporation Ltd,NYSE
SFLO,VictoryShares Small Cap Free Cash Flow ETF,NASDAQ
SFLR,Innovator Equity Managed Floor ETF,NYSE Arca
SFM,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ
SFNC,Simmons First National Corporation - Common Stock,NASDAQ
SFST,"Southern First Bancshares, Inc. - Common Stock",NASDAQ
SFTX,Horizon International Managed Risk ETF,NYSE Arca
SFTY,Horizon Managed Risk ETF,Nasdaq
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,NASDAQ
SFY,SoFi Select 500 ETF,NYSE Arca
SFYF,SoFi Social 50 ETF,NYSE Arca
SFYI,SoFi Social 50 Income ETF,NYSE Arca
SG,"Sweetgreen, Inc. Class A Common Stock",NYSE
SGA,"Saga Communications, Inc. - Class A Common Stock",NASDAQ
SGC,"Superior Group of Companies, Inc. - Common Stock",NASDAQ
SGDJ,Sprott Junior Gold Miners ETF,NYSE Arca
SGDM,Sprott Gold Miners ETF,NYSE Arca
SGHC,Super Group (SGHC) Limited Ordinary Shares,NYSE
SGHT,"Sight Sciences, Inc. - Common Stock",NASDAQ
SGI,Somnigroup International Inc. Common Stock,NYSE
SGLC,SGI U.S. Large Cap Core ETF,NYSE Arca
SGLD,Scorpio Gold Corporation - Common Stock,NASDAQ
SGLY,Singularity Future Technology Ltd. - Common Stock,NASDAQ
SGML,Sigma Lithium Corporation - common shares,NASDAQ
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,NASDAQ
SGOL,abrdn Physical Gold Shares ETF,NYSE Arca
SGOV,iShares 0-3 Month Treasury Bond ETF,NYSE
SGP,"SpyGlass Pharma, Inc. - Common Stock",NASDAQ
SGRT,SMART Earnings Growth 30 ETF,NYSE Arca
SGRW,Harbor Active Small Cap Growth ETF,NYSE Arca
SGRX,SANGRIX INC. - Class A Ordinary Shares,NASDAQ
SGRY,"Surgery Partners, Inc. - Common Stock",NASDAQ
SGU,Star Group L.P. Common Stock,NYSE
SGVA,F/m Accumulator Ultrashort Treasury Fund,NASDAQ
SGVT,Schwab Government Money Market ETF,NYSE Arca
SH,ProShares Short S&P500,NYSE Arca
SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund,Nasdaq
SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE
SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",NASDAQ
SHBI,"Shore Bancshares, Inc. - Common Stock",NASDAQ
SHC,Sotera Health Company - Common Stock,NASDAQ
SHDG,Soundwatch Hedged Equity ETF,Nasdaq
SHE,State Street SPDR MSCI USA Gender Diversity ETF,NYSE Arca
SHEH,Shell plc ADRhedged,NYSE Arca
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),NYSE
SHEN,Shenandoah Telecommunications Co - Common Stock,NASDAQ
SHFS,"SHF Holdings, Inc. - Class A Common Stock",NASDAQ
SHFSW,"SHF Holdings, Inc. - Warrants",NASDAQ
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,NYSE
SHIM,Shimmick Corporation - Common Stock,NASDAQ
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,NASDAQ
SHLD,Global X Defense Tech ETF,NYSE Arca
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ
SHM,State Street SPDR Nuveen ICE Short Term Municipal Bond ETF,NYSE Arca
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,NASDAQ
SHMDW,SCHMID Group N.V. - Warrants,NASDAQ
SHNY,"MicroSectors Gold 3X Leveraged ETNs due January 29, 2043",NYSE Arca
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",NYSE
SHO$H,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock",NYSE
SHO$I,"Sunstone Hotel Investors, Inc. 5.70% Series I Cumulative Redeemable Preferred Stock",NYSE
SHOC,Strive U.S. Semiconductor ETF,NYSE
SHOE,"Shoe Station Group, Inc. - Common Stock",NASDAQ
SHOO,"Steven Madden, Ltd. - Common Stock",NASDAQ
SHOP,Shopify Inc. - Class A Subordinate Voting Shares,NASDAQ
SHOT,RMG ML Sports Holdings - Class A Ordinary Shares,NASDAQ
SHOTR,RMG ML Sports Holdings - Rights,NASDAQ
SHOTU,RMG ML Sports Holdings - Unit,NASDAQ
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",NASDAQ
SHPP,Pacer Industrials and Logistics ETF,NYSE Arca
SHPU,Direxion Daily SHOP Bull 2X ETF,NASDAQ
SHRD,Arimathea Catholic Core Bond ETF,NYSE Arca
SHRT,Gotham Short Strategies ETF,NYSE Arca
SHRY,First Trust Bloomberg Shareholder Yield ETF,NASDAQ
SHUS,Stratified LargeCap Hedged ETF,NYSE Arca
SHV,iShares 0-1 Year Treasury Bond ETF,NYSE
SHW,Sherwin-Williams Company (The) Common Stock,NYSE
SHY,iShares 1-3 Year Treasury Bond ETF,NASDAQ
SHYD,VanEck Short High Yield Muni ETF,Nasdaq
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,NYSE Arca
SHYL,Xtrackers Short Duration High Yield Bond ETF,NYSE Arca
SHYM,iShares Short Duration High Yield Muni Active ETF,Nasdaq
SI,"Shoulder Innovations, Inc. Common Stock",NYSE
SIBN,"SI-BONE, Inc. - Common Stock",NASDAQ
SID,Companhia Siderurgica Nacional S.A. Common Stock,NYSE
SIDU,"Sidus Space, Inc. - Class A Common Stock",NASDAQ
SIEB,Siebert Financial Corp. - Common Stock,NASDAQ
SIF,"SIFCO Industries, Inc. Common Stock",NYSE American
SIFI,Harbor Ares Systematic Multi-Sector Income ETF,NYSE Arca
SIFY,Sify Technologies Limited - American Depository Shares,NASDAQ
SIG,Signet Jewelers Limited Common Shares,NYSE
SIGA,SIGA Technologies Inc. - Common Stock,NASDAQ
SIGI,"Selective Insurance Group, Inc. - Common Stock",NASDAQ
SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",NASDAQ
SIHY,Harbor Ares Systematic High Yield ETF,NYSE Arca
SII,Sprott Inc. Common Shares,NYSE
SIJ,ProShares UltraShort Industrials,NYSE Arca
SIL,Global X Silver Miners ETF,NYSE Arca
SILC,Silicom Ltd - Ordinary Shares,NASDAQ
SILJ,Amplify Junior Silver Miners ETF,NYSE Arca
SILO,"Silo Pharma, Inc. - Common Stock",NASDAQ
SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",NYSE American
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,NASDAQ
SIMAU,SIM Acquisition Corp. I - Unit,NASDAQ
SIMAW,SIM Acquisition Corp. I - Warrant,NASDAQ
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",NASDAQ
SIMS,State Street SPDR S&P Kensho Intelligent Structures ETF,NYSE Arca
SIMX,Corgi SIMO 2x Daily ETF,Nasdaq
SIND,Sinda Ltd. Common Stock,NYSE
SINT,"SiNtx Technologies, Inc. - Common Stock",NASDAQ
SIO,Touchstone Strategic Income ETF,NYSE Arca
SION,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ
SIOO,VistaShares Target 15 S&P 100 Distribution ETF,NYSE Arca
SIRI,SiriusXM Holdings Inc. - Common Stock,NASDAQ
SITC,SITE Centers Corp. Common Stock,NYSE
SITE,"SiteOne Landscape Supply, Inc. Common Stock",NYSE
SITM,SiTime Corporation - Common Stock,NASDAQ
SITX,Tradr 2X Long SITM Daily ETF,Nasdaq
SIVR,abrdn Physical Silver Shares ETF,NYSE Arca
SIXA,ETC 6 Meridian Mega Cap Equity ETF,NYSE Arca
SIXD,AllianzIM U.S. Large Cap 6 Month Buffer10 Jun/Dec ETF,Nasdaq
SIXF,AllianzIM U.S. Large Cap 6 Month Buffer10 Feb/Aug ETF,Nasdaq
SIXH,ETC 6 Meridian Hedged Equity Index Option ETF,NYSE Arca
SIXJ,AllianzIM U.S. Large Cap 6 Month Buffer10 Jan/Jul ETF,Nasdaq
SIXL,ETC 6 Meridian Low Beta Equity ETF,NYSE Arca
SIXO,AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct ETF,Nasdaq
SIXP,AllianzIM U.S. Large Cap 6 Month Buffer10 Mar/Sep ETF,Nasdaq
SIXS,ETC 6 Meridian Small Cap Equity ETF,NYSE Arca
SIXZ,AllianzIM U.S. Large Cap 6 Month Buffer10 May/Nov ETF,Nasdaq
SIZE,iShares MSCI USA Size Factor ETF,NYSE Arca
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ
SJB,ProShares Short High Yield,NYSE Arca
SJCP,SanJac Alpha Core Plus Bond ETF,NASDAQ
SJLD,SanJac Alpha Low Duration ETF,NASDAQ
SJM,The J.M. Smucker Company Common Stock,NYSE
SJNK,State Street SPDR Bloomberg Short Term High Yield Bond ETF,NYSE Arca
SJT,San Juan Basin Royalty Trust Common Stock,NYSE
SK,Corgi SK hynix 2x Daily ETF,Nasdaq
SKDD,GraniteShares 2x Short SK Hynix Daily ETF,NASDAQ
SKE,Skeena Resources Limited Common Shares,NYSE
SKF,ProShares UltraShort Financials,NYSE Arca
SKHA,Tradr 2X Long SK hynix Daily ETF,Nasdaq
SKHL,Direxion Daily SK Hynix Bull 2X ETF,NYSE Arca
SKHN,Tradr 2X Short SK hynix Daily ETF,Nasdaq
SKHQ,Leverage Shares 2X Short Sk Hynix Daily ETF,Nasdaq
SKHU,ProShares Ultra SK hynix,NYSE Arca
